latitude,longitude,acq_date,ndvi,ndmi,land_cover,label
37.07618,27.8924,2021-08-06,0.2318,-0.0749,5,1
36.66196,28.26690,2021-08-06,0.0484,-0.3467,0,0
36.88211,31.40966,2021-07-29,0.5581,0.0146,1,1
36.47006,31.86434,2021-07-29,0.0453,-0.0199,0,0
37.99284,40.12424,2022-06-05,-0.0289,0.1204,6,1
37.58241,40.55416,2022-06-05,0.4487,0.0025,2,0
36.86505,39.45853,2023-06-15,0.5166,0.2456,4,1
37.24019,39.83966,2023-06-15,0.1232,-0.0764,4,0
37.46031,31.76385,2021-08-02,0.4063,-0.0218,5,0
36.47053,39.10691,2020-06-12,0.1979,0.0276,4,0
37.26574,36.01763,2020-09-04,0.9593,0.4130,4,1
37.74965,35.71411,2020-09-04,0.4766,-0.0527,1,0
36.96248,31.41698,2021-07-31,0.6130,0.1925,1,1
36.65077,31.89490,2021-07-31,0.6675,0.1415,1,0
37.23256,36.2379,2021-07-30,0.1863,0.1201,1,1
37.55406,36.69381,2021-07-30,0.5806,0.0508,6,0
37.17462,34.68727,2020-09-05,0.7682,0.2833,1,0
37.07574,40.5745,2023-11-07,0.3066,0.0262,4,1
36.72199,40.24967,2023-11-07,0.1629,-0.0427,4,0
36.93132,31.34945,2021-07-29,0.7900,0.3120,1,1
36.54655,30.85412,2021-07-29,0.1293,0.0275,0,0
37.00075,40.21151,2021-01-11,0.2542,-0.1030,4,1
36.65523,39.89739,2021-01-11,0.1162,-0.1226,7,0
36.8643,37.38212,2020-08-30,0.0915,-0.1469,7,1
36.36683,37.86263,2020-08-30,0.0864,-0.0952,7,0
36.78337,28.18628,2021-07-29,0.7374,0.1854,1,1
36.39235,28.53219,2021-07-29,-0.0418,-0.1552,0,0
36.8813,30.84201,2021-05-23,0.2649,-0.0467,4,1
37.35394,30.53176,2021-05-23,0.8557,0.5008,4,0
36.96555,31.47423,2021-07-30,0.7294,0.2211,1,1
36.58879,31.87872,2021-07-30,0.0868,0.1512,7,0
36.90901,37.53601,2022-07-03,0.2114,0.1140,4,1
36.48173,31.98705,2021-07-31,0.0716,0.0267,0,0
36.7644,39.4281,2021-12-02,0.1614,-0.2131,4,1
37.20992,39.91066,2021-12-02,0.3023,0.1062,4,0
36.34821,32.34479,2021-07-31,0.8944,0.3608,1,0
37.40718,35.59401,2020-09-10,0.2216,-0.1141,4,0
37.38372,42.10814,2020-09-06,0.2620,-0.0201,5,1
37.01649,42.54732,2020-09-06,0.1024,-0.0040,7,0
36.76304,31.98077,2021-07-31,0.3006,-0.1144,8,1
36.22751,36.42347,2020-09-04,0.7645,0.3123,4,1
36.53880,36.87264,2020-09-04,0.1022,0.0031,7,0
38.86393,31.94976,2020-10-27,0.0869,-0.1130,4,1
39.35937,31.46475,2020-10-27,0.0641,-0.1428,7,0
38.85042,32.08492,2020-11-13,0.2643,-0.1480,5,1
39.21451,31.70933,2020-11-13,0.1844,-0.1387,5,0
37.54953,42.52003,2021-06-30,0.5102,0.0232,5,1
37.14421,42.16932,2021-06-30,0.1011,0.0133,7,0
41.53276,36.12694,2020-09-15,0.1334,-0.0147,5,1
41.98535,35.79744,2020-09-15,-0.1154,0.1948,0,0
38.67068,27.98286,2020-09-23,0.4885,0.0479,4,1
38.28171,27.50963,2020-09-23,0.3406,0.0274,6,0
36.85291,38.86744,2020-06-22,0.2430,0.0652,4,1
36.45860,39.21881,2020-06-22,0.1337,-0.0999,7,0
38.00862,39.92569,2023-07-17,0.1185,-0.0639,4,1
37.67085,39.56560,2023-07-17,0.4069,0.1551,4,0
36.70448,39.47331,2023-06-21,0.1682,-0.0815,4,1
36.32533,39.03085,2023-06-21,0.2419,0.0149,4,0
37.67548,40.43808,2023-10-06,0.2185,0.0767,4,1
37.27933,39.97484,2023-10-06,0.1098,-0.1374,4,0
37.73863,31.81062,2020-08-29,0.1203,-0.0505,7,1
38.09846,31.47694,2020-08-29,0.2175,-0.1247,4,0
37.50045,32.89958,2020-10-30,0.2715,0.0037,4,1
37.95757,33.27622,2020-10-30,0.2635,0.0462,4,0
36.87769,31.35581,2021-07-28,0.7741,0.2529,1,1
37.33925,30.92450,2021-07-28,0.4962,0.0550,1,0
36.64241,30.53756,2023-07-25,0.7045,0.0886,1,1
36.31477,30.17659,2023-07-25,0.4665,0.1315,6,0
38.50692,34.4487,2021-10-09,0.1128,-0.1514,7,1
39.58315,33.83793,2023-09-23,0.1661,-0.1026,4,1
39.25800,33.47594,2023-09-23,0.1041,-0.1209,7,0
36.61660,33.23383,2021-07-31,0.2716,-0.0620,5,0
37.65976,39.20849,2020-09-16,0.0958,-0.0424,7,1
38.12696,39.65453,2020-09-16,0.2095,-0.0543,4,0
39.74819,44.73184,2020-03-25,0.1485,-0.2339,5,1
37.22935,38.98366,2020-06-28,0.2080,0.1426,4,1
36.90570,39.31053,2020-06-28,0.1337,-0.0992,4,0
38.30082,37.11187,2021-10-15,0.3440,0.0050,4,1
39.13182,40.05472,2020-08-31,0.3377,-0.0927,5,1
38.73110,40.38150,2020-08-31,0.5271,0.0594,4,0
39.15176,39.10449,2021-08-01,0.5825,0.1409,1,1
38.74146,39.41397,2021-08-01,0.2810,-0.0199,5,0
36.24545,36.3942,2020-08-25,0.0546,-0.1614,4,1
37.35468,38.51787,2020-10-07,0.2761,0.0635,4,1
37.03707,38.15225,2020-10-07,0.1320,-0.1132,4,0
39.37195,31.74497,2021-11-17,0.2742,-0.0529,4,0
36.91737,35.15263,2022-09-16,0.2855,-0.1393,4,1
36.59195,34.72434,2022-09-16,-0.0827,-0.0259,0,0
37.01942,40.14154,2020-06-12,0.2553,0.0943,4,1
37.45691,40.44409,2020-06-12,0.1432,-0.0057,7,0
37.53749,42.09499,2021-09-15,0.4660,0.0717,1,1
36.35489,36.53125,2020-09-05,0.1056,-0.1182,4,1
35.92488,36.11301,2020-09-05,0.1248,-0.2060,4,0
36.88528,35.54647,2021-08-17,0.9398,0.5106,4,1
36.94291,39.09602,2021-12-02,0.2187,-0.0400,4,1
36.56523,38.76036,2021-12-02,0.0727,-0.0809,7,0
38.24064,40.37267,2023-08-14,0.1240,-0.0516,7,1
36.84926,37.54716,2020-10-12,0.4148,0.1545,4,1
36.36130,39.27852,2023-06-29,0.0971,-0.1288,7,0
37.08247,36.67335,2021-06-19,0.1638,0.0041,7,1
37.47498,37.06621,2021-06-30,0.1383,-0.0134,7,1
37.05836,37.50355,2021-06-30,0.1298,-0.0807,4,0
38.18076,37.03757,2023-08-03,0.3269,0.0780,4,1
37.81598,36.54060,2023-08-03,0.3361,-0.0689,4,0
37.15389,40.32584,2020-06-23,0.2749,0.0795,4,1
37.50655,40.78178,2020-06-23,0.3228,-0.0405,4,0
37.55323,39.34409,2021-10-21,0.3866,0.1188,4,1
37.72125,32.9471,2020-10-17,0.2431,-0.0550,4,1
38.07283,33.35857,2020-10-17,0.3759,0.0436,4,0
36.87622,35.55630,2021-08-22,0.4320,0.0959,4,0
41.35372,34.16201,2020-09-03,0.7738,0.3821,1,1
36.298,36.58818,2023-08-29,0.5007,0.1085,4,1
35.97104,37.05438,2023-08-29,0.3976,0.1108,4,0
36.80257,39.91873,2020-08-15,0.1942,0.0287,4,1
37.17474,39.54201,2020-08-15,0.1525,-0.0806,4,0
37.13225,35.87347,2020-09-04,0.2297,-0.1956,4,1
36.24232,36.55263,2023-05-24,0.0219,0.0060,7,1
37.41558,35.94781,2020-09-14,0.2126,-0.1330,4,1
37.00702,35.53283,2020-09-14,0.1785,-0.0603,4,0
38.03087,40.23283,2023-07-02,0.1910,0.1088,4,1
38.40204,40.66672,2023-07-02,0.1804,0.0077,4,0
37.30754,31.83876,2021-08-01,0.2256,-0.1707,5,0
36.78679,28.18206,2021-07-30,0.9586,0.2893,1,1
37.09549,27.85144,2021-07-30,0.8679,0.3985,1,0
36.3409,36.51578,2020-08-31,0.3173,0.0421,4,1
36.03345,36.18021,2020-08-31,0.1599,0.0458,4,0
36.8923,39.87393,2023-08-12,0.1211,0.0104,4,1
36.55313,40.24250,2023-08-12,0.0675,-0.0757,7,0
37.83068,40.35325,2023-10-28,0.1749,-0.0961,4,1
38.32015,40.75304,2023-10-28,0.4141,-0.0179,5,0
37.2157,36.04912,2020-08-24,0.4852,-0.0584,4,1
37.06167,40.48853,2023-12-19,0.2898,-0.2417,4,1
39.92857,39.85658,2020-10-13,0.6127,0.0251,1,1
40.29988,40.16722,2020-10-13,0.3156,-0.1030,5,0
38.12559,40.46438,2020-09-26,0.0833,-0.0180,7,1
38.57672,40.05261,2020-09-26,0.4365,0.0771,4,0
37.35755,38.51582,2020-10-07,0.2362,0.1309,4,1
37.84540,38.17367,2020-10-07,0.1911,-0.0589,5,0
36.74286,32.04333,2021-07-30,0.5841,0.0813,1,1
36.70317,36.84124,2021-08-23,0.1258,-0.1392,4,0
36.19437,33.58149,2022-09-07,0.4207,-0.1248,1,1
36.62957,33.26806,2022-09-07,0.1162,-0.0762,4,0
36.99332,40.35575,2022-12-21,0.2477,-0.2365,4,1
37.42811,40.81528,2022-12-21,0.2236,-0.0617,4,0
37.30526,28.37721,2021-08-05,0.4332,0.0499,1,1
36.91204,28.78524,2021-08-05,0.4288,0.0742,4,0
36.29325,31.62433,2021-07-31,-0.2283,-0.2599,0,0
37.7125,33.07507,2020-10-17,0.5525,0.2842,4,1
38.04754,33.40001,2020-10-17,0.2299,-0.1029,4,0
37.54195,38.73746,2020-10-23,0.1374,-0.1177,4,1
37.06135,39.10349,2020-10-23,0.2929,-0.0685,4,0
36.74321,38.65726,2020-07-03,0.1472,-0.0207,4,1
36.34856,38.21547,2020-07-03,0.0948,-0.0584,7,0
38.6262,31.02731,2021-05-18,0.1482,-0.2047,5,1
39.08474,31.46216,2021-05-18,0.3229,-0.0138,4,0
36.97083,31.47825,2021-07-30,0.8218,0.3430,1,1
37.32971,31.09412,2021-07-30,0.1458,-0.1829,7,0
38.67009,31.92975,2020-08-08,0.1160,-0.1424,7,1
38.27524,31.54446,2020-08-08,0.1218,-0.0478,4,0
35.89290,33.30603,2021-07-29,-0.0193,0.0380,0,0
37.57037,39.77787,2023-06-26,0.1796,0.0513,5,0
37.37136,39.74656,2023-07-02,0.1711,-0.0626,4,1
36.89880,40.21014,2023-07-02,0.1011,-0.1030,7,0
37.09655,39.76654,2020-06-26,0.2698,0.1222,4,1
36.73318,40.09237,2020-06-26,0.1439,-0.0368,4,0
38.30243,32.31176,2020-10-11,0.0754,-0.1282,4,1
37.99871,32.81146,2020-10-11,0.0606,-0.1405,7,0
37.17740,40.37154,2020-06-11,0.5925,0.3486,4,0
36.33514,33.96779,2021-10-30,0.4549,0.0815,4,1
36.76093,33.61434,2021-10-30,0.1401,-0.3247,7,0
36.7779,35.26097,2020-08-30,0.5393,0.1538,4,1
36.90334,31.36442,2021-07-28,0.6419,0.1616,5,1
36.53931,31.86012,2021-07-28,0.0332,0.0000,0,0
37.68171,38.31685,2023-03-01,0.8059,0.3938,4,1
37.24452,38.75627,2023-03-01,0.1448,-0.0776,4,0
38.37231,41.55149,2022-10-30,0.0243,-0.0006,7,0
37.03146,40.21289,2020-06-27,0.0950,-0.1068,4,1
38.31711,33.07486,2020-03-07,0.1377,-0.1438,4,1
38.63191,32.77074,2020-03-07,0.1464,-0.2053,4,0
38.43176,33.82539,2020-07-23,0.1439,-0.1105,4,1
38.03270,33.39598,2020-07-23,0.3456,0.0918,4,0
39.77597,35.22265,2020-08-14,0.1372,-0.0458,4,1
36.90176,35.78062,2022-09-08,0.4670,-0.0368,4,1
41.17913,26.59744,2020-09-19,0.1556,-0.1380,4,1
40.72283,26.20556,2020-09-19,0.3175,-0.0225,4,0
38.35865,32.99895,2020-03-07,0.1305,-0.1312,4,1
38.71972,32.66780,2020-03-07,0.2174,-0.1165,5,0
37.05366,31.39987,2021-08-05,0.4057,-0.0434,5,1
37.40449,31.86873,2021-08-05,0.2636,-0.1668,6,0
38.05585,41.52729,2020-10-24,0.1327,-0.0722,4,1
37.72718,41.19294,2020-10-24,0.2616,-0.0971,1,0
36.95512,35.41976,2020-09-10,0.0956,-0.1907,4,1
37.15159,42.52146,2021-11-12,0.5642,0.0824,4,1
37.55065,42.18643,2021-11-12,0.2400,0.0437,1,0
38.63044,31.21425,2022-04-14,0.1834,-0.2099,4,1
38.13299,30.83707,2022-04-14,-0.4112,0.0067,0,0
38.19697,29.3902,2020-08-02,0.2333,-0.0563,5,1
37.81025,28.98024,2020-08-02,0.5362,0.0360,1,0
38.26441,39.09859,2021-07-20,0.2578,-0.0742,4,1
37.93984,39.44371,2021-07-20,0.1269,-0.0668,7,0
37.3074,28.36356,2021-08-04,0.9122,0.4747,1,1
36.89471,27.96051,2021-08-04,0.0298,-0.0602,0,0
36.8205,38.57333,2023-06-21,0.2846,-0.0339,4,1
37.17500,38.95562,2023-06-21,0.1226,-0.1062,4,0
36.46421,36.20290,2021-08-27,0.7544,0.2971,1,0
37.70119,31.82759,2020-09-04,0.1626,-0.1736,7,1
37.32194,32.22948,2020-09-04,0.3949,-0.0006,5,0
37.26838,28.35294,2021-08-05,0.2612,-0.1002,5,1
37.72099,28.74701,2021-08-05,0.3440,-0.0575,4,0
41.33874,25.97101,2021-08-25,0.7843,0.3786,1,0
37.46476,39.22018,2020-12-26,0.3242,-0.0765,4,1
37.94884,39.57565,2020-12-26,0.3534,0.1291,5,0
37.17834,36.88912,2020-07-14,0.1869,0.0815,4,1
36.82739,36.55824,2020-07-14,0.5949,0.1555,4,0
36.79631,31.58282,2021-07-29,0.7681,0.1251,1,1
36.42286,31.20876,2021-07-29,0.0186,-0.0105,0,0
36.95225,39.56568,2021-06-14,0.1480,-0.0904,4,1
37.43411,39.13045,2021-06-14,0.1174,-0.0483,4,0
38.18911,34.65773,2020-08-08,0.2353,0.0010,4,0
37.4699,36.8978,2022-02-20,0.3084,-0.0653,4,1
39.94639,27.84074,2022-11-13,0.7849,0.2784,1,0
36.86761,31.56825,2021-07-28,0.3055,0.0156,1,1
41.33594,34.15215,2020-09-02,0.7290,0.2767,1,1
41.68152,33.73447,2020-09-02,0.5811,-0.0298,1,0
36.91661,31.38515,2021-07-28,0.6942,0.1345,1,1
37.55256,39.345,2021-10-21,0.1261,-0.0930,4,1
37.31845,36.17826,2021-08-28,0.7758,0.1716,1,0
37.29952,28.37145,2021-08-05,0.8144,0.3249,1,1
37.71555,27.97751,2021-08-05,0.6602,0.1548,1,0
37.15559,42.53221,2021-06-21,0.1518,-0.0965,4,1
37.58701,42.94152,2021-06-21,0.1686,-0.1509,4,0
36.84811,35.20443,2023-09-13,0.5544,0.1745,4,1
37.26243,34.73883,2023-09-13,0.3823,-0.0491,1,0
37.81042,31.74204,2020-08-19,0.1382,-0.0627,7,1
38.17190,31.41316,2020-08-19,0.1628,-0.1430,7,0
37.22814,36.01264,2020-08-25,0.3198,-0.1621,4,1
36.80415,36.43596,2020-08-25,0.4100,0.0350,5,0
37.57732,38.00698,2023-08-24,0.1243,-0.0371,4,1
37.26585,39.57119,2021-06-26,0.3217,0.0581,4,1
37.71394,39.11895,2021-06-26,0.2088,-0.0289,4,0
37.05988,27.76976,2021-08-01,0.7548,0.3056,1,1
37.45088,28.25674,2021-08-01,0.4346,-0.0425,5,0
36.38305,31.46696,2021-07-31,-0.0151,-0.0670,0,0
36.59677,33.32735,2021-07-31,0.1154,-0.0744,7,0
37.79209,31.20749,2021-08-11,0.1970,-0.1819,7,0
37.76803,41.00056,2020-10-10,0.1295,0.0012,4,0
37.36022,37.17485,2023-07-28,0.1647,-0.1062,4,1
37.85869,37.67173,2023-07-28,0.5012,0.1192,4,0
37.02873,40.13809,2023-11-07,0.3348,-0.0041,4,1
37.15722,42.50859,2021-06-05,0.2575,0.0338,4,1
36.66386,42.18852,2021-06-05,0.0888,-0.1490,4,0
36.98922,28.79685,2021-08-03,0.7309,0.2337,1,1
36.64964,28.29735,2021-08-03,0.3838,-0.1551,0,0
37.28538,28.40555,2021-08-04,0.3454,-0.0598,5,1
36.84369,28.03584,2021-08-04,0.2141,-0.1355,1,0
36.83216,38.01246,2020-07-21,0.1459,-0.0810,4,0
37.299,42.30171,2021-06-10,0.2797,-0.0385,4,1
36.81378,42.61144,2021-06-10,0.1023,-0.0978,4,0
37.03238,39.02061,2020-06-23,0.2279,0.1450,4,1
36.65166,39.40246,2020-06-23,0.1615,-0.0804,4,0
37.06364,27.81963,2021-08-05,0.6652,0.1281,1,1
37.49190,28.20900,2021-08-05,0.2950,-0.1285,5,0
38.27588,41.86682,2021-08-25,0.1068,-0.1265,4,1
37.95054,42.34198,2021-08-25,0.0836,-0.0190,4,0
36.89301,31.55566,2021-07-28,0.6317,0.2225,1,1
37.20813,31.07332,2021-07-28,0.4895,-0.0179,1,0
37.79417,39.24829,2023-06-16,0.4607,0.1230,4,1
37.0742,39.09788,2021-06-15,0.2897,0.2018,4,1
37.44942,38.73517,2021-06-15,0.0993,-0.0841,7,0
36.55516,36.50335,2023-07-01,0.0069,-0.1697,4,1
36.19851,36.20239,2023-07-01,0.3268,0.0691,1,0
41.25995,41.24679,2020-10-18,0.8684,0.2986,1,0
37.5834,39.48535,2020-08-20,0.1391,0.0471,4,1
37.15293,39.10839,2020-08-20,0.3817,0.1180,4,0
36.96163,31.49681,2021-07-30,0.4873,-0.0790,5,1
37.32277,31.88118,2021-07-30,0.4106,-0.0290,5,0
37.11142,28.44602,2022-06-21,0.5644,0.0942,1,0
37.00416,28.76756,2021-07-31,0.3209,0.0403,1,1
36.52823,29.13341,2021-07-31,0.4406,-0.0146,1,0
37.4958,37.20643,2020-10-17,0.1578,-0.0678,4,1
37.82353,36.82947,2020-10-17,0.5879,0.0656,1,0
37.25045,39.74303,2021-06-20,0.4443,0.1327,4,1
37.14831,36.06017,2020-08-24,0.3088,-0.1789,4,1
37.63035,36.53029,2020-08-24,0.5548,0.0211,1,0
37.82087,27.663,2022-07-07,0.1316,-0.1215,0,1
37.45536,27.29057,2022-07-07,0.4568,0.0046,5,0
37.03195,39.01998,2020-06-23,0.2511,0.1055,4,1
37.40762,38.63713,2020-06-23,0.2323,-0.0250,7,0
36.84401,28.33784,2022-09-21,0.8423,0.2904,1,1
36.36529,28.83290,2022-09-21,-0.0280,0.0130,0,0
41.4814,34.80751,2024-02-10,0.2313,-0.1004,5,1
38.91036,37.41773,2023-10-05,0.1371,-0.0400,7,1
38.44612,37.03002,2023-10-05,0.1135,-0.0220,4,0
38.80509,33.5419,2020-07-07,0.2284,-0.1028,4,1
38.37739,33.20798,2020-07-07,0.1289,-0.1180,7,0
37.18322,44.36718,2021-09-05,0.3516,-0.0641,5,1
36.75855,43.95682,2021-09-05,0.2697,-0.0135,5,0
37.05307,40.39581,2022-06-27,0.2111,-0.0478,4,1
37.2685,39.65175,2023-06-16,0.1496,-0.0524,4,1
36.74577,39.60589,2020-07-23,0.1164,-0.0954,4,1
37.08728,40.06270,2020-07-23,0.8348,0.4957,4,0
36.58285,31.76075,2021-08-02,-0.0638,-0.0078,0,0
41.71952,26.42677,2020-08-07,0.1639,-0.1926,4,1
41.41754,26.80885,2020-08-07,0.2211,-0.1335,4,0
36.90678,31.42524,2021-07-30,0.7729,0.2847,1,1
36.49785,31.81015,2021-07-30,-0.0125,-0.0449,0,0
40.29653,33.44142,2023-09-18,0.0894,-0.1313,7,0
37.38759,38.64687,2020-09-16,0.1420,-0.0445,4,1
37.76562,38.20591,2020-09-16,0.5600,0.2363,4,0
38.95602,31.85781,2020-11-07,0.2702,-0.0677,4,1
38.64359,31.42104,2020-11-07,0.1735,-0.0569,5,0
39.09868,31.67254,2020-08-24,0.1406,-0.0982,7,1
37.0518,40.28352,2022-06-29,0.2341,-0.0638,4,1
36.95173,40.09255,2020-10-25,0.4412,0.0713,4,1
37.38602,40.54079,2020-10-25,0.1460,-0.0534,5,0
37.36808,36.78461,2023-09-08,0.2907,-0.0816,5,1
37.69179,36.45018,2023-09-08,0.1237,-0.1532,5,0
37.96130,41.58649,2021-08-31,0.0852,-0.0346,7,0
37.27699,40.01506,2022-08-28,0.0991,0.0205,4,1
37.2924,39.79216,2020-07-13,0.1341,0.0089,7,1
36.91090,40.28180,2020-07-13,0.1380,-0.1011,7,0
37.30077,35.77813,2020-08-19,0.3213,-0.1449,4,1
36.96180,36.20082,2020-08-19,0.3100,0.0117,6,0
36.97067,39.0419,2020-06-28,0.1816,-0.0692,4,1
37.64851,39.53185,2020-09-27,0.0922,0.0377,7,1
37.31687,40.03105,2020-09-27,0.1529,0.0245,7,0
37.82685,30.47453,2021-08-11,0.4613,0.0026,1,0
37.62863,31.81753,2020-08-29,0.1275,-0.0327,7,1
37.20558,35.87629,2023-08-25,0.8497,0.2736,4,1
36.80602,39.91316,2023-07-06,0.1438,-0.0061,7,1
37.14285,40.29973,2023-07-06,0.2344,0.0515,4,0
38.13528,27.07916,2023-09-16,0.6274,0.1680,1,1
37.72956,27.46388,2023-09-16,0.9054,0.4648,4,0
37.80055,40.57118,2020-10-07,0.1905,0.0145,4,1
37.02062,40.10067,2023-06-23,0.1655,0.0376,4,1
37.41247,40.42489,2023-06-23,0.2718,-0.0122,4,0
37.54766,42.69697,2020-09-17,0.6743,0.1847,1,1
